01/07-06:48:41.920744 ,1,384,5,"ICMP PING",ICMP,208.64.252.230,,112.140.160.15,,4C:5E:0C:6A:22:DB,00:0C:29:67:4E:0E,0x62,,,,,,52,0,0,84,86016,8,0,57174,3
01/07-06:48:42.922404 ,1,366,7,"ICMP PING *NIX",ICMP,208.64.252.230,,112.140.160.15,,4C:5E:0C:6A:22:DB,00:0C:29:67:4E:0E,0x62,,,,,,54,0,0,84,86016,8,0,57174,4
01/07-06:48:42.922404 ,1,384,5,"ICMP PING",ICMP,208.64.252.230,,112.140.160.15,,4C:5E:0C:6A:22:DB,00:0C:29:67:4E:0E,0x62,,,,,,54,0,0,84,86016,8,0,57174,4
01/07-06:48:43.920123 ,1,366,7,"ICMP PING *NIX",ICMP,208.64.252.230,,112.140.160.15,,4C:5E:0C:6A:22:DB,00:0C:29:67:4E:0E,0x62,,,,,,52,0,0,84,86016,8,0,57174,5
01/07-06:48:43.920123 ,1,384,5,"ICMP PING",ICMP,208.64.252.230,,112.140.160.15,,4C:5E:0C:6A:22:DB,00:0C:29:67:4E:0E,0x62,,,,,,52,0,0,84,86016,8,0,57174,5
01/07-06:48:44.920350 ,1,366,7,"ICMP PING *NIX",ICMP,208.64.252.230,,112.140.160.15,,4C:5E:0C:6A:22:DB,00:0C:29:67:4E:0E,0x62,,,,,,52,0,0,84,86016,8,0,57174,6
01/07-06:48:44.920350 ,1,384,5,"ICMP PING",ICMP,208.64.252.230,,112.140.160.15,,4C:5E:0C:6A:22:DB,00:0C:29:67:4E:0E,0x62,,,,,,52,0,0,84,86016,8,0,57174,6
01/07-06:48:45.922088 ,1,366,7,"ICMP PING *NIX",ICMP,208.64.252.230,,112.140.160.15,,4C:5E:0C:6A:22:DB,00:0C:29:67:4E:0E,0x62,,,,,,54,0,0,84,86016,8,0,57174,7
01/07-06:48:45.922088 ,1,384,5,"ICMP PING",ICMP,208.64.252.230,,112.140.160.15,,4C:5E:0C:6A:22:DB,00:0C:29:67:4E:0E,0x62,,,,,,54,0,0,84,86016,8,0,57174,7
01/07-06:48:46.276007 ,1,527,8,"BAD-TRAFFIC same SRC/DST",UDP,0.0.0.0,5678,255.255.255.255,5678,D4:CA:6D:45:A0:18,FF:FF:FF:FF:FF:FF,0x81,,,,,,64,0,0,115,117760,,,,
01/07-06:48:46.919154 ,1,366,7,"ICMP PING *NIX",ICMP,208.64.252.230,,112.140.160.15,,4C:5E:0C:6A:22:DB,00:0C:29:67:4E:0E,0x62,,,,,,54,0,0,84,86016,8,0,57174,8
